timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,Connect 
1677237990667,23,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-13,text,true,,0,0,18,18,0,0
1677237990684,24,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,0,0,18,18,0,0
1677237990866,0,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-14,text,true,,0,0,18,18,0,0
1677237990866,31,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-14,text,true,,0,0,18,18,0,0
1677237990953,12,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,0,0,19,19,0,0
1677237991228,0,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,0,0,19,19,0,0
1677237991229,44,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,0,0,20,20,0,0
1677237991331,52,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,0,0,20,20,0,0
1677237991358,67,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,0,0,20,20,0,0
1677237991383,52,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,0,0,20,20,0,0
1677237990898,496,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-14,text,true,,1671615,4662,21,21,125,110
1677237990068,447,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-12,text,true,,1671615,4662,21,21,132,116
1677237990691,412,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-13,text,true,,1671615,4662,21,21,156,129
1677237987687,1621,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-8,text,true,,1671615,4662,21,21,257,221
1677237991274,320,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,1671615,4662,21,21,135,120
1677237987540,1819,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-7,text,true,,1671615,4662,21,21,403,370
1677237987541,1833,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-6,text,true,,1671615,4662,21,21,398,325
1677237989160,424,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-11,text,true,,1671615,4662,21,21,155,138
1677237988842,744,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1671615,4662,21,21,422,400
1677237991639,1,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-17,text,true,,0,0,21,21,0,0
1677237988059,1213,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-9,text,true,,1671615,4662,21,21,207,182
1677237991725,1,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,0,0,21,21,0,0
1677237991606,126,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-21,text,true,,0,0,21,21,0,0
1677237991621,148,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-14,,true,,626,518,21,21,148,127
1677237991640,130,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-17,text,true,,0,0,21,21,0,0
1677237991640,132,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-10,,true,,626,518,21,21,132,117
1677237991637,137,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-6,,true,,626,518,21,21,137,119
1677237991650,132,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-11,,true,,626,518,21,21,132,111
1677237991726,60,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,0,0,21,21,0,0
1677237991769,19,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-14,text,true,,6959,369,21,21,19,0
1677237991772,17,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,6959,369,21,21,17,0
1677237991631,162,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-8,,true,,626,518,21,21,162,140
1677237991774,24,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-6,text,true,,6959,369,21,21,24,0
1677237991628,171,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-13,,true,,626,518,21,21,171,154
1677237991635,165,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-7,,true,,626,518,21,21,165,144
1677237991783,20,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-11,text,true,,6959,369,21,21,20,0
1677237991651,156,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-9,,true,,626,518,21,21,156,137
1677237991632,176,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-12,,true,,626,518,21,21,176,158
1677237991798,16,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-8,text,true,,6959,369,21,21,16,0
1677237991799,22,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-13,text,true,,6959,369,21,21,22,0
1677237991800,22,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-7,text,true,,6959,369,21,21,22,0
1677237991807,17,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-9,text,true,,6959,369,21,21,17,0
1677237991809,16,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-12,text,true,,6959,369,21,21,16,0
1677237991435,420,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,1671615,4662,21,21,127,107
1677237988293,998,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1671615,4662,21,21,130,113
1677237991868,129,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-16,,true,,626,518,21,21,129,109
1677237991997,21,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,6959,369,21,21,21,0
1677237988296,1065,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1671615,4662,21,21,154,125
1677237991985,111,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,0,0,21,21,0,0
1677237992097,146,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,0,0,21,21,0,0
1677237988305,1050,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1671615,4662,21,21,203,109
1677237988368,1325,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1671615,4662,21,21,349,215
1677237991771,575,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-17,text,true,,1671615,4662,22,22,140,125
1677237991786,569,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,1671615,4662,22,22,130,113
1677237992427,21,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,0,0,22,22,0,0
1677237992365,88,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-22,text,true,,0,0,22,22,0,0
1677237988129,1225,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1671615,4662,21,21,197,173
1677237992093,214,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-3,,true,,626,518,21,21,214,182
1677237992448,47,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,0,0,22,22,0,0
1677237992382,117,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-17,,true,,626,518,22,22,117,96
1677237992499,21,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-17,text,true,,6959,369,22,22,21,0
1677237992388,134,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-18,,true,,626,518,22,22,134,116
1677237992534,19,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,6959,369,22,22,19,0
1677237991632,1281,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-15,,true,,626,518,22,22,1281,1256
1677237992913,22,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,6959,369,22,22,22,0
1677237992289,131,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-5,,true,,626,518,22,22,131,112
1677237991904,207,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-4,,true,,626,518,21,21,207,189
1677237992474,31,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,6959,369,22,22,31,0
1677237992463,137,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-1,,true,,626,518,22,22,137,116
1677237992244,566,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,1671615,4662,23,23,152,134
1677237993226,28,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-23,text,true,,0,0,23,23,0,0
1677237992984,19,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,6959,369,22,22,19,0
1677237993162,26,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,6959,369,22,22,26,0
1677237993053,17,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,6959,369,22,22,17,0
1677237992735,576,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-21,text,true,,0,0,23,23,0,0
1677237993240,128,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-19,,true,,626,518,23,23,128,111
1677237993584,27,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,6959,369,23,23,27,0
1677237993547,93,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-22,text,true,,0,0,23,23,0,0
1677237993640,70,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-22,text,true,,0,0,23,23,0,0
1677237992496,1375,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,1671615,4662,23,23,160,108
1677237993312,629,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-21,text,true,,0,0,23,23,0,0
1677237993878,170,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-20,,true,,626,518,23,23,170,139
1677237994048,22,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,6959,369,23,23,22,0
1677237992374,124,/auth/realms/Precisely/.well-known/openid-configuration,200,OK,jp@gc - Ultimate Thread Group 1-2,,true,,626,518,22,22,124,103
1677237994265,10,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-23,text,true,,0,0,24,24,0,0
1677237994275,160,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-23,text,true,,0,0,24,24,0,0
1677237994072,21,/auth/realms/Precisely/.well-known/openid-configuration-4,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,6959,369,23,23,21,0
1677237994479,23,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-24,text,true,,0,0,24,24,0,0
1677237994818,12,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,0,0,25,25,0,0
1677237994071,700,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,1203843,5864,25,25,29,0
1677237995187,288,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-26,text,true,,0,0,26,26,0,0
1677237992935,1458,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,1203847,5864,25,25,26,0
1677237992554,1835,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,1203847,5864,25,25,24,0
1677237993611,1009,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,1203846,5864,25,25,21,0
1677237991821,2524,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-13,text,true,,1203845,5864,25,25,20,0
1677237991809,2542,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-14,text,true,,1203844,5864,25,25,114,0
1677237995518,76,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,2940,563,26,26,76,0
1677237992096,1952,DMX_T01_Launch url_qatzlnh8da6hq62w,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-19,,true,,2885986,11976,26,26,404,245
1677237991823,2500,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-7,text,true,,1203850,5864,26,26,18,0
1677237991791,2602,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1203842,5864,25,25,131,0
1677237995605,9,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-24,text,true,,0,0,26,26,0,0
1677237992521,1869,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-17,text,true,,1203847,5864,25,25,40,0
1677237991824,2565,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-9,text,true,,1203850,5864,25,25,28,0
1677237991799,2595,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-6,text,true,,1203847,5864,25,25,125,0
1677237995501,200,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,2944,563,26,26,200,134
1677237991726,2817,DMX_T01_Launch url_wgxnz4qadljnuwvf,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-18,,true,,2885991,11976,26,26,507,363
1677237991803,2552,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-11,text,true,,1203846,5864,26,26,122,0
1677237995466,246,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,3017,563,26,26,245,0
1677237992448,2560,DMX_T01_Launch url_9pjsrlzm0w9sahuv,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-20,,true,,2886060,11976,26,26,626,247
1677237995486,239,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-15,text,true,,2942,563,26,26,239,162
1677237991229,3364,DMX_T01_Launch url_9pjsrlzm0w9sahuv,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-15,,true,,2885989,11976,26,26,1703,1538
1677237991826,2564,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-12,text,true,,1203845,5864,26,26,26,0
1677237992019,2371,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,1203845,5864,25,25,27,0
1677237995544,223,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-13,text,true,,2941,563,26,26,223,167
1677237990667,3375,DMX_T01_Launch url_wgxnz4qadljnuwvf,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-13,,true,,2885986,11976,26,26,592,450
1677237995614,155,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-24,text,true,,0,0,26,26,0,0
1677237995592,198,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-14,text,true,,2944,563,26,26,198,133
1677237990866,3434,DMX_T01_Launch url_qatzlnh8da6hq62w,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-14,,true,,2885988,11976,26,26,604,370
1677237995598,191,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-7,text,true,,2944,563,26,26,191,132
1677237987486,4736,DMX_T01_Launch url_qektw4wuknlptcvz,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-7,,true,,2885994,11976,26,26,799,646
1677237995637,189,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-17,text,true,,3019,563,26,26,189,132
1677237991640,2901,DMX_T01_Launch url_qektw4wuknlptcvz,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-17,,true,,2886066,11976,26,26,507,353
1677237995835,5,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,0,0,26,26,0,0
1677237995614,233,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,2940,563,26,26,233,168
1677237988437,4131,DMX_T01_Launch url_9pjsrlzm0w9sahuv,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-10,,true,,2885982,11976,26,26,935,685
1677237993156,1233,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1203845,5864,25,25,21,0
1677237995650,212,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-9,text,true,,2944,563,26,26,212,143
1677237988026,4195,DMX_T01_Launch url_qatzlnh8da6hq62w,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-9,,true,,2885994,11976,26,26,620,462
1677237993257,1137,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1203848,5864,25,25,18,0
1677237995679,199,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-6,text,true,,3020,563,26,26,199,135
1677237987331,4831,DMX_T01_Launch url_kh7boxulcctlz1km,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-6,,true,,2886067,11976,26,26,883,579
1677237991814,2499,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-8,text,true,,1203844,5864,26,26,26,0
1677237995840,90,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,0,0,26,26,0,0
1677237995734,199,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-12,text,true,,2940,563,26,26,199,138
1677237990045,3424,DMX_T01_Launch url_qektw4wuknlptcvz,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-12,,true,,2885985,11976,26,26,549,412
1677237993284,1904,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1203851,5864,26,26,21,0
1677237995753,183,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,2942,563,26,26,183,132
1677237991383,3176,DMX_T01_Launch url_kh7boxulcctlz1km,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-16,,true,,2885987,11976,26,26,487,348
1677237993275,1123,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1203847,5864,25,25,41,0
1677237995908,212,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-8,text,true,,2942,563,26,26,212,150
1677237987642,4554,DMX_T01_Launch url_wgxnz4qadljnuwvf,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-8,,true,,2885986,11976,26,26,673,511
1677237995709,439,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-11,text,true,,2943,563,27,27,439,358
1677237989146,3580,DMX_T01_Launch url_kh7boxulcctlz1km,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-11,,true,,2885989,11976,27,27,868,607
1677237995855,233,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,2940,563,26,26,233,175
1677237987815,2867,DMX_T01_Launch url_wgxnz4qadljnuwvf,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,2885985,11976,26,26,653,482
1677237996213,46,JSR223 Sampler,200,OK,jp@gc - Ultimate Thread Group 1-27,text,true,,0,0,27,27,0,0
1677237994460,1274,/auth/realms/Precisely/protocol/openid-connect/auth-6,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1203848,5864,26,26,303,281
1677237995875,189,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,3021,563,26,26,189,139
1677237987917,2541,DMX_T01_Launch url_9pjsrlzm0w9sahuv,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,2886069,11976,26,26,560,360
1677237993941,2478,1108 /,200,OK,jp@gc - Ultimate Thread Group 1-21,text,true,,1671615,4662,27,27,245,226
1677237996476,0,BeanShell Sampler,200,OK,jp@gc - Ultimate Thread Group 1-26,text,true,,0,0,27,27,0,0
1677237995935,184,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,2941,563,26,26,184,130
1677237987801,3328,DMX_T01_Launch url_qatzlnh8da6hq62w,200,"Number of samples in transaction : 6, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,2885992,11976,26,26,559,432
1677237996476,50,Auth Challenge,200,OK,jp@gc - Ultimate Thread Group 1-26,text,true,,0,0,27,27,0,0
1677237996283,59,/api/v1/authn/introspect-11,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,2939,563,27,27,59,0
